faction_id|faction_name|type|roll|name|legend|description|,,,,,,,,,,,,,
"LoV|Leagues of Votann|Warlord Traits|4|GUILD AFFILIATE|This warlord is always on the lookout for valuable resources and sites to claim for their Kindred’s ever-acquisitive Guilds.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""tooltip01301"" data-tooltip-content=""#tooltip_content01301"" data-tooltip-anchor=""#tooltip_content01301""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EAGUE&gt;</span> <span class=""kwb"">CORE</span></span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase"," that unit has the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability. If a model in that unit already has this ability"," that model counts as one additional model when determining control of an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a>.|",,,,,,,,,,
LoV|Leagues of Votann|Warlord Traits|3|A LONG LIST|This warlord holds the majority of the galaxy’s races in contempt, and seeks out their many nemeses with a keen and inescapable eye. No sooner have they settled a Grudge against one foe," than they move to the next name on their list.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> makes a ranged attack"," the target does not receive the benefits of <a href=""/wh40k9ed/the-rules/core-rules/#Light-Cover"">Light Cover</a> against that attack.</li><li>Each time you select a target for this <span class=""kwb"">WARLORD</span>’s ranged weapons"," you can ignore the <a href=""/wh40k9ed/the-rules/core-rules/#Look-out-Sir"">Look Out"," Sir</a> rule for any unit that has one or more <span class=""tooltip00811"" data-tooltip-content=""#tooltip_content00811""><span class=""tt kwbu"">Judgement</span> <span class=""tt kwbu"">tokens</span></span>.</li><li>At the end of each phase"," if any enemy units with Judgement tokens were destroyed during that phase by a <span class=""tooltip02015"" data-tooltip-content=""#tooltip_content02015"" data-tooltip-anchor=""#tooltip_content02015""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EAGUE&gt;</span></span> unit from your army"," select one enemy unit that is visible to this <span class=""kwb"">WARLORD</span>; that unit gains 1 Judgement token.</li></ul>|",,,,,,
LoV|Leagues of Votann|Warlord Traits|2|WARRIOR LORD|This warlord is a supremely skilled combatant. No axe blow or sword strike they make is wasted - when they put an enemy down," it stays down.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li><li>Each time a melee attack made by this <span class=""kwb"">WARLORD</span> is allocated to an enemy model", that enemy model cannot use any rules to ignore the wounds it loses.</li></ul>|,,,,,,,,,,
"LoV|Leagues of Votann|Warlord Traits|1|ANCESTRAL BEARING|This warlord carries themselves like the Ancestors of aeons past and commands much respect amongst the Kin.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> uses an ability in your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a> that specifies a range"," you can add 3"" to the range of that ability (to a maximum of 12"").</li><li>Add 3"" to the range of this <span class=""kwb"">WARLORD</span>’s <a href=""/wh40k9ed/the-rules/core-rules/#Aura-Abilities"">Aura abilities</a> (to a maximum of 12"").</li></ul>|",,,,,,,,,,,,
LoV|Leagues of Votann|Warlord Traits||PRAGMATIC WISDOM|This warlord squeezes the most of out every strategic ploy," their command decisions optimising the reward for every expenditure.|While this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> is on the battlefield"," each time you spend a <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command point</a> to use a Stratagem you can roll one D6: on a 5+", that Command point is refunded.|,,,,,,,,,,
LoV|Leagues of Votann|Warlord Traits||NOMAD STRATEGIST|This warlord makes the most of their warriors’ desire to stay on the move, employing mobile strategies and swiftly repositioning their forces to exploit weaknesses in enemy battle lines.|At the start of the first battle round," you can select up to three friendly <span class=""tooltip01667"" data-tooltip-content=""#tooltip_content01667"" data-tooltip-anchor=""#tooltip_content01667""><span class=""kwb"">TRANS-HYPERIAN</span> <span class=""kwb"">ALLIANCE</span></span> units <a href=""/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within"">wholly within</a> your deployment zone. Remove those units from the battlefield"," then set them up anywhere on the battlefield that is wholly within your deployment zone. If the mission uses the <a href=""/wh40k9ed/the-rules/core-rules/#Strategic-Reserves"">Strategic Reserves</a> rules"," any of those units can be placed into Strategic Reserves without having to spend any additional <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">CPs</a>", regardless of how many units are already in Strategic Reserves. If both players have abilities that redeploy units," <a href=""/wh40k9ed/the-rules/core-rules/#Roll-offs"">roll off</a>; the winner chooses who redeploys their units first.|",,,,,,,
LoV|Leagues of Votann|Warlord Traits||EXEMPLARY HERO|It is the duty of all war leaders within the Kronus Hegemony to set an unimpeachable example to their followers," employing their prodigious skills to lay low the greatest enemy threats in person.|Each time this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> fights"," if it is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> or <span class=""kwb"">MONSTER</span> units", then until that fight is resolved," add 1 to this <span class=""kwb"">WARLORD</span>’s Attacks characteristic.<br><ul><li>Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li><li>Each time this <span class=""kwb"">WARLORD</span> makes a melee attack against an enemy <span class=""kwb"">CHARACTER</span> or <span class=""kwb"">MONSTER</span> unit"," add 1 to the <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li></ul>|",,,,,,,
"LoV|Leagues of Votann|Warlord Traits||GUILD CONNECTIONS|It serves this warlord well to maintain strong contacts with the greatest Cthonian Guilds of the Ymyr Conglomerate. Such friendships yield rich gifts that can be put to good use upon the battlefield.|The Damage characteristic of all weapons this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> is equipped with (excluding Relics) is increased by 1.|",,,,,,,,,,,,,
"LoV|Leagues of Votann|Warlord Traits||GRIM PRAGMATISM|Dwelling on pain and discomfort only wastes valuable energy that could be put to better use.|Each time this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> would lose a wound", roll one D6: on a 5+, that wound is not lost.|,,,,,,,,,,,
LoV|Leagues of Votann|Warlord Traits||EXPERIENCED EYE|This old warrior has fought in countless wars. and has witnessed first-hand much of the worst the galaxy has to offer. They can appraise the battlefield situation at a glance," and from bitter experience can select priority targets with pragmatic efficiency while directing the Kin in war.|In each of your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phases</a>"," this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> can use their <span class=""redfont"">Grim Efficiency</span> ability one additional time", but only if you select an enemy unit that has not already been selected for this ability during this phase.|,,,,,,,,,,
LoV|Leagues of Votann|Warlord Traits||ANCESTRAL POWER|This old and wisened soul has communed with the Votann for countless years. They have gleaned many incredible secrets and interpreted great truths in their time," and have immense skill in wielding the psycho-activated barrier technologies that are their birthright.|Add 6"" to the range of psychic powers from the <b><a href=""/wh40k9ed/factions/leagues-of-votann/#Skeinwrought-Discipline"">Skeinwrought discipline</a></b> that are <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a> by this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a>.|",,,,,,,,,,,,
LoV|Leagues of Votann|Warlord Traits||MASTER ARMOURER|This Brôkhyr is a true craftsman, and their experience in executing battlefield repairs is second to none. Vehicle crews are much assured when this trusted old hand is on standby," even believing their touch to bestow good fortune.|<ul><li>Each time this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> repairs a model using its <span class=""redfont"">Brôkhyr’s Guild</span> ability"," the model being repaired regains up to 3 lost wounds instead of D3 (the model being repaired regains up to 4 lost wounds instead while this <span class=""kwb"">BRÔKHYR</span> <span class=""kwb"">FORGE-MASTER</span>’s unit includes 1 or more <span class=""kwbs"">E-COG</span> models"," as described in the <span class=""redfont"">E-COG Support</span> ability).</li><li>Once per battle round"," when a <a href=""/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw"">saving throw</a> is failed for a friendly <span class=""tooltip01303"" data-tooltip-content=""#tooltip_content01303"" data-tooltip-anchor=""#tooltip_content01303""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EAGUE&gt;</span> <span class=""kwb"">VEHICLE</span></span> or <span class=""tooltip01304"" data-tooltip-content=""#tooltip_content01304"" data-tooltip-anchor=""#tooltip_content01304""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EAGUE&gt;</span> <span class=""kwb"">EXO-FRAME</span></span> model that is within 6"" of this <span class=""kwb"">WARLORD</span>"," this <span class=""kwb"">WARLORD</span> can use this trait. When it does so", the Damage characteristic of that attack is changed to 0.</li></ul>|,,,,,,
NEC|Necrons|Army of Renown: Annihilation Legion||FURIOUS DESTRUCTOR|Once in the midst of the foe, this warlord lashes out in fury at any enemies nearby," seeking their swift and efficient dismemberment.|Each time this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> makes a melee attack"," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> of 6 scores 2 additional hits.|",,,,,,,,,,
NEC|Necrons|Army of Renown: Cult of the Cryptek|6|INFOMONGER|This warlord is an expert at creating layered command protocols. When activated," these elaborate pieces of code send multiple directives to the warriors under their command at once.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""kwb"">CULT</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">CRYPTEK</span> unit that is within 6"" of this <span class=""kwb"">WARLORD</span>. Until the end of the battle round"," that unit benefits from both directives of the active <span class=""tooltip00703"" data-tooltip-content=""#tooltip_content00703""><span class=""tt kwbu"">command</span> <span class=""tt kwbu"">protocol</span></span> instead of only the selected one.|",,,,,,,,,,
NEC|Necrons|Army of Renown: Cult of the Cryptek|5|FLUID NECRODERMIS|This warlord’s body maintains a constant liquid state, held in place by complex magnetic fields. As well as rendering them able to shift their form at will," they are also remarkably difficult to harm.|<ul><li>You can ignore any or all <a href=""/wh40k9ed/the-rules/core-rules/#Modifying-Characteristics"">modifiers</a> to this <span class=""kwb"">WARLORD</span>’s Move characteristic and to <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance rolls</a> and <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge rolls</a> made for this <span class=""kwb"">WARLORD</span>.</li><li>Once per turn"," the first time a <a href=""/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw"">saving throw</a> is failed for this <span class=""kwb"">WARLORD</span>", the Damage characteristic of that attack is changed to 0.</li></ul>|,,,,,,,,,
"NEC|Necrons|Army of Renown: Cult of the Cryptek|4|CODIFIER OF LESSER BEINGS|This warlord has an insatiable curiosity and seeks to study the upstart races of the galaxy that have emerged during their slumber.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""kwb"">CULT</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">CRYPTEK</span> unit within 6"" of this <span class=""kwb"">WARLORD</span> and one enemy unit that is visible to this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase"," each time that friendly <span class=""kwb"">CULT</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">CRYPTEK</span> unit makes an attack that targets the selected enemy unit"," you can add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.|",,,,,,,,,,
"NEC|Necrons|Army of Renown: Cult of the Cryptek|3|CONDUCTOR OF LEGIONS|This warlord is able to multitask at a rate that would drive the shorter-lived races to madness. Performing complex calculations and simultaneously directing the firepower of their protectors is a simple matter to one with such processing power.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""kwb"">CULT</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">CRYPTEK</span> unit within 9"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase"," if that unit is <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">performing an action</a>", it can make ranged attacks without that action failing.|,,,,,,,,,,
NEC|Necrons|Army of Renown: Cult of the Cryptek|2|CURATOR OF DEADLY CURIOSITIES|This warlord has turned their attention to the deadly technologies their race has developed and is an obsessive collector of potent weaponry. They maintain an arsenal of deadly artefacts and frequently tests these in battle.|When you select this Warlord Trait," select one weapon this <span class=""kwb"">WARLORD</span> is equipped with (excluding Relics):<br><ul><li>Improve the Armour Penetration characteristic of that weapon by 1.</li><li>Add 1 to the Strength and Damage characteristics of that weapon.</li></ul>|",,,,,,,,,,,,
"NEC|Necrons|Army of Renown: Cult of the Cryptek|1|MASTER OF THE CULT|The constructs that make up this warlord’s entourage have enhanced obedience protocols and can be directed with a thought.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""kwb"">CULT</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">CRYPTEK</span> unit within 9"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase", each time a model in that unit makes an attack," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|",,,,,,,,,,
